age;job;marital;education;default;housing;loan;poutcome
39;management;married;tertiary;no;yes;no;failure
44;services;divorced;secondary;no;yes;no;failure
31;management;married;secondary;no;yes;no;unknown
49;services;married;tertiary;no;no;no;unknown
44;services;divorced;secondary;no;yes;no;failure
56;blue-collar;married;secondary;no;yes;no;unknown
43;blue-collar;married;secondary;no;yes;no;unknown
36;admin.;divorced;secondary;no;yes;no;success
33;management;single;secondary;no;yes;no;failure
49;technician;married;secondary;no;yes;yes;failure
43;blue-collar;single;secondary;no;yes;no;unknown
33;admin.;married;secondary;no;yes;no;unknown
34;blue-collar;married;secondary;no;yes;no;failure
26;management;single;tertiary;no;yes;no;unknown
32;management;single;tertiary;no;yes;no;unknown
43;management;married;tertiary;no;yes;no;unknown
35;technician;married;tertiary;no;yes;yes;unknown
58;services;married;primary;no;yes;no;unknown
55;self-employed;married;secondary;no;yes;no;other
33;admin.;single;secondary;no;yes;yes;failure
54;admin.;single;secondary;no;yes;no;unknown
27;blue-collar;married;secondary;no;yes;yes;failure
36;blue-collar;married;unknown;no;yes;yes;unknown
35;blue-collar;married;secondary;no;yes;no;unknown
33;management;single;tertiary;no;yes;no;unknown
26;blue-collar;single;primary;no;yes;yes;failure
36;services;married;secondary;no;yes;yes;unknown
33;services;single;secondary;no;yes;no;other
44;blue-collar;married;secondary;no;yes;yes;unknown
28;blue-collar;single;primary;no;yes;no;other
37;services;divorced;secondary;no;yes;no;failure
37;technician;single;secondary;no;yes;no;unknown
33;blue-collar;married;primary;no;yes;no;unknown
31;services;married;secondary;no;yes;no;failure
33;technician;single;secondary;no;yes;no;unknown
41;blue-collar;married;unknown;no;no;no;unknown
39;technician;married;secondary;no;yes;no;other
32;management;married;tertiary;no;yes;no;unknown
31;blue-collar;single;secondary;no;yes;no;unknown
32;services;single;secondary;no;yes;yes;unknown
32;technician;single;tertiary;no;yes;no;success
48;blue-collar;divorced;secondary;no;no;no;unknown
39;blue-collar;single;secondary;no;yes;no;unknown
52;management;married;secondary;no;yes;yes;failure
49;blue-collar;married;secondary;no;yes;no;unknown
32;admin.;single;secondary;no;yes;no;failure
34;blue-collar;married;primary;no;yes;no;unknown
32;services;single;unknown;no;yes;no;failure
33;management;married;tertiary;no;yes;yes;unknown
35;blue-collar;divorced;secondary;no;yes;no;failure
39;blue-collar;married;secondary;no;yes;no;failure
33;blue-collar;married;secondary;no;yes;no;unknown
31;admin.;single;secondary;no;yes;no;other
28;admin.;married;secondary;no;yes;yes;unknown
29;admin.;single;secondary;no;yes;no;failure
26;blue-collar;single;secondary;no;yes;no;unknown
38;services;married;secondary;no;yes;no;unknown
38;blue-collar;divorced;secondary;no;no;yes;unknown
31;blue-collar;married;secondary;no;yes;no;failure
31;blue-collar;single;tertiary;no;yes;no;failure
28;student;single;tertiary;no;no;no;unknown
37;management;single;tertiary;no;yes;no;unknown
31;blue-collar;married;primary;no;yes;no;failure
44;blue-collar;married;secondary;no;yes;no;failure
32;blue-collar;married;secondary;no;yes;no;unknown
32;blue-collar;married;secondary;no;yes;no;failure
52;admin.;divorced;secondary;no;yes;no;unknown
47;admin.;divorced;secondary;no;yes;no;unknown
46;technician;married;tertiary;no;yes;no;other
41;blue-collar;married;secondary;no;yes;no;unknown
30;student;single;tertiary;no;yes;no;unknown
40;services;married;secondary;no;yes;no;unknown
46;management;divorced;tertiary;no;yes;no;other
44;management;married;unknown;no;yes;no;unknown
36;management;married;tertiary;no;yes;no;unknown
38;admin.;married;secondary;no;yes;no;failure
35;blue-collar;married;primary;no;yes;no;unknown
36;management;married;tertiary;no;yes;no;unknown
28;services;married;primary;no;yes;no;unknown
38;technician;single;tertiary;no;yes;no;other
36;self-employed;married;tertiary;no;yes;no;other
36;admin.;divorced;secondary;no;yes;no;failure
49;blue-collar;married;tertiary;no;yes;no;unknown
54;services;married;primary;no;yes;no;unknown
44;admin.;divorced;secondary;no;yes;no;unknown
28;blue-collar;single;secondary;no;yes;no;unknown
38;services;divorced;secondary;no;yes;no;other
33;management;single;tertiary;no;yes;no;other
43;blue-collar;divorced;secondary;no;yes;no;unknown
43;blue-collar;married;secondary;no;yes;no;failure
47;technician;married;secondary;no;yes;no;unknown
43;blue-collar;single;secondary;no;yes;no;unknown
38;management;single;tertiary;no;yes;no;unknown
23;blue-collar;married;secondary;no;yes;no;unknown
36;management;single;tertiary;no;no;no;unknown
56;blue-collar;married;primary;no;yes;no;failure
49;management;married;tertiary;no;yes;no;other
40;retired;divorced;primary;no;yes;no;unknown
26;admin.;single;secondary;no;yes;no;failure
29;technician;single;secondary;no;yes;no;unknown
31;self-employed;single;tertiary;no;yes;no;failure
55;blue-collar;divorced;primary;no;no;no;failure
39;services;married;secondary;no;no;no;other
48;blue-collar;married;secondary;no;yes;no;unknown
34;blue-collar;married;secondary;no;yes;no;unknown
44;admin.;single;secondary;no;yes;no;failure
32;management;married;tertiary;no;yes;no;unknown
49;blue-collar;single;primary;no;yes;no;unknown
37;technician;married;secondary;no;yes;no;failure
37;admin.;divorced;secondary;no;yes;yes;unknown
40;unemployed;married;secondary;no;yes;no;failure
40;technician;married;tertiary;no;yes;no;other
43;management;married;primary;no;yes;no;failure
37;admin.;single;secondary;no;yes;no;unknown
35;services;married;secondary;no;yes;no;unknown
48;blue-collar;divorced;primary;no;yes;no;unknown
35;admin.;married;secondary;no;yes;no;failure
50;blue-collar;divorced;primary;no;yes;no;unknown
31;services;married;secondary;no;yes;no;unknown
35;management;single;tertiary;no;yes;no;failure
35;blue-collar;single;secondary;no;yes;no;failure
33;blue-collar;married;secondary;no;yes;no;unknown
35;services;single;secondary;no;yes;no;unknown
31;admin.;married;secondary;no;yes;no;success
28;blue-collar;married;secondary;no;yes;no;failure
39;technician;single;secondary;no;yes;no;unknown
39;management;single;tertiary;no;yes;no;unknown
48;admin.;divorced;unknown;no;no;no;unknown
29;admin.;married;secondary;no;yes;yes;failure
49;entrepreneur;divorced;secondary;no;yes;no;unknown
29;blue-collar;single;unknown;no;yes;no;failure
38;technician;single;secondary;no;yes;no;success
53;services;divorced;primary;no;yes;no;failure
28;services;married;secondary;no;yes;no;unknown
50;blue-collar;married;secondary;no;yes;no;failure
40;admin.;single;primary;no;yes;no;unknown
48;admin.;divorced;secondary;no;yes;no;failure
54;retired;married;secondary;no;yes;no;failure
34;management;married;tertiary;no;yes;no;other
28;admin.;divorced;secondary;no;yes;yes;unknown
59;management;married;tertiary;no;yes;no;unknown
31;blue-collar;single;secondary;no;yes;no;success
55;management;married;primary;no;yes;no;failure
26;admin.;single;secondary;yes;yes;no;unknown
39;management;married;tertiary;no;yes;no;other
29;management;single;tertiary;no;yes;no;failure
46;management;divorced;tertiary;no;yes;yes;unknown
48;blue-collar;married;primary;no;yes;yes;failure
39;technician;single;secondary;no;yes;no;unknown
42;blue-collar;single;primary;no;yes;no;failure
35;blue-collar;married;primary;no;yes;no;unknown
30;technician;married;secondary;no;yes;no;unknown
23;admin.;single;secondary;no;yes;yes;unknown
37;blue-collar;married;unknown;no;yes;no;unknown
25;student;single;secondary;no;yes;no;failure
28;admin.;single;secondary;no;no;no;unknown
42;blue-collar;married;primary;no;yes;no;unknown
28;blue-collar;married;primary;no;yes;no;unknown
55;retired;married;secondary;no;yes;no;failure
42;entrepreneur;married;secondary;no;yes;no;failure
33;blue-collar;married;secondary;no;yes;no;failure
39;management;married;tertiary;no;yes;no;unknown
45;blue-collar;married;primary;no;yes;no;unknown
43;technician;married;secondary;no;yes;no;unknown
30;admin.;single;secondary;no;yes;no;failure
40;blue-collar;married;primary;no;yes;no;failure
28;technician;single;tertiary;no;yes;no;other
43;management;married;tertiary;no;yes;yes;unknown
40;blue-collar;divorced;secondary;no;no;no;unknown
50;management;married;secondary;no;yes;yes;unknown
30;blue-collar;married;secondary;no;yes;yes;failure
37;blue-collar;married;primary;no;yes;no;unknown
48;management;divorced;tertiary;no;yes;no;other
46;blue-collar;married;secondary;no;yes;no;failure
60;blue-collar;married;secondary;no;yes;no;failure
34;blue-collar;married;secondary;no;yes;no;failure
43;entrepreneur;married;primary;no;yes;yes;unknown
41;blue-collar;single;secondary;no;no;yes;other
33;blue-collar;single;secondary;no;yes;no;other
43;technician;single;secondary;no;yes;no;unknown
32;admin.;married;secondary;no;yes;no;unknown
30;blue-collar;married;secondary;no;yes;yes;other
34;blue-collar;single;secondary;no;yes;no;unknown
55;retired;married;primary;no;no;yes;unknown
29;management;married;secondary;no;no;no;failure
35;management;married;tertiary;no;yes;no;other
40;blue-collar;married;primary;no;yes;no;unknown
31;blue-collar;married;secondary;no;yes;no;unknown
37;technician;divorced;secondary;no;yes;no;failure
41;blue-collar;married;secondary;no;yes;no;failure
28;management;single;tertiary;no;yes;no;unknown
31;management;married;tertiary;no;yes;no;unknown
31;technician;single;secondary;no;no;no;failure
51;blue-collar;single;secondary;no;yes;no;failure
46;housemaid;single;secondary;no;yes;no;other
57;services;married;secondary;no;yes;no;other
28;student;married;secondary;no;yes;yes;unknown
26;technician;single;tertiary;no;yes;no;failure
47;admin.;married;secondary;no;no;yes;failure
36;management;married;secondary;no;yes;no;failure
28;admin.;married;secondary;no;yes;yes;unknown
32;blue-collar;married;secondary;no;yes;no;unknown
38;services;single;primary;no;yes;no;unknown
30;blue-collar;married;primary;no;yes;no;unknown
33;technician;single;secondary;no;yes;no;unknown
38;blue-collar;married;primary;no;yes;no;unknown
36;technician;single;secondary;no;yes;no;failure
30;blue-collar;single;secondary;no;yes;no;other
53;services;single;secondary;no;yes;no;unknown
42;entrepreneur;married;tertiary;no;yes;no;failure
51;management;divorced;tertiary;no;yes;yes;unknown
39;admin.;divorced;secondary;no;yes;no;unknown
45;entrepreneur;married;primary;no;yes;yes;failure
34;management;married;tertiary;no;yes;no;failure
29;admin.;married;tertiary;no;no;no;unknown
54;blue-collar;married;primary;no;yes;no;unknown
27;blue-collar;married;secondary;no;yes;no;unknown
31;blue-collar;single;primary;no;yes;no;unknown
43;technician;single;tertiary;no;yes;no;other
39;blue-collar;married;secondary;no;yes;no;unknown
39;blue-collar;married;secondary;no;yes;no;failure
32;blue-collar;single;secondary;no;yes;no;unknown
23;blue-collar;single;secondary;no;yes;no;unknown
42;blue-collar;single;primary;no;yes;no;unknown
33;blue-collar;married;secondary;no;yes;no;other
47;self-employed;married;tertiary;no;yes;no;unknown
29;admin.;married;secondary;no;yes;yes;unknown
33;management;married;primary;no;yes;no;unknown
42;self-employed;married;secondary;no;yes;no;unknown
37;admin.;divorced;secondary;no;yes;no;unknown
33;blue-collar;single;primary;no;yes;no;failure
33;management;single;tertiary;no;yes;no;failure
24;services;single;unknown;no;yes;no;unknown
58;self-employed;married;secondary;no;yes;no;unknown
25;services;single;secondary;no;yes;no;unknown
33;technician;single;secondary;no;yes;no;failure
31;technician;single;secondary;no;yes;no;failure
37;services;divorced;secondary;no;yes;no;unknown
39;services;single;secondary;no;yes;no;unknown
34;admin.;married;primary;no;yes;yes;unknown
34;self-employed;single;tertiary;no;yes;no;unknown
44;housemaid;married;primary;no;yes;yes;failure
53;management;married;tertiary;no;yes;no;failure
24;blue-collar;married;primary;no;no;no;unknown
36;self-employed;divorced;tertiary;no;yes;no;success
35;student;divorced;primary;no;yes;no;other
33;services;single;secondary;no;yes;no;unknown
43;blue-collar;married;primary;no;yes;no;other
58;blue-collar;divorced;primary;no;yes;no;unknown
52;management;divorced;tertiary;no;yes;no;failure
29;admin.;divorced;secondary;no;yes;no;unknown
46;blue-collar;married;secondary;no;yes;no;unknown
34;blue-collar;married;secondary;no;yes;no;unknown
36;blue-collar;divorced;primary;no;no;no;unknown
35;blue-collar;married;primary;no;yes;no;unknown
42;housemaid;single;primary;no;yes;no;failure
39;blue-collar;single;secondary;no;yes;no;other
37;blue-collar;married;secondary;no;yes;no;unknown
33;housemaid;single;secondary;no;yes;no;unknown
45;blue-collar;married;secondary;no;yes;no;unknown
26;services;married;secondary;no;yes;yes;unknown
48;blue-collar;divorced;secondary;no;yes;no;failure
33;blue-collar;married;secondary;no;yes;no;failure
36;blue-collar;married;secondary;no;yes;no;unknown
28;technician;married;secondary;no;yes;no;failure
35;services;divorced;secondary;no;yes;no;failure
27;blue-collar;married;secondary;no;yes;yes;failure
34;admin.;married;secondary;no;yes;yes;other
45;blue-collar;married;secondary;no;yes;no;failure
46;blue-collar;divorced;secondary;no;yes;no;unknown
34;management;single;tertiary;no;yes;no;failure
31;blue-collar;married;secondary;no;yes;no;unknown
29;technician;married;tertiary;no;yes;no;unknown
50;blue-collar;married;secondary;no;yes;no;unknown
52;self-employed;married;secondary;no;yes;no;unknown
35;technician;married;tertiary;no;yes;no;unknown
38;management;married;tertiary;no;yes;no;failure
23;housemaid;single;secondary;no;yes;no;failure
56;blue-collar;married;secondary;no;yes;yes;failure
37;blue-collar;married;primary;no;yes;no;unknown
36;technician;single;tertiary;no;yes;no;other
39;blue-collar;single;primary;no;yes;no;failure
25;student;single;tertiary;no;yes;no;other
54;retired;divorced;tertiary;no;yes;no;unknown
35;management;single;tertiary;no;yes;no;failure
36;entrepreneur;divorced;secondary;no;yes;no;unknown
47;blue-collar;married;primary;no;yes;no;failure
46;blue-collar;married;secondary;no;yes;no;failure
46;admin.;married;secondary;no;yes;no;unknown
29;unemployed;married;tertiary;no;yes;no;unknown
32;technician;married;tertiary;no;no;no;failure
55;services;single;secondary;no;yes;no;unknown
38;blue-collar;married;primary;no;yes;no;unknown
25;admin.;single;secondary;no;yes;yes;failure
34;blue-collar;single;secondary;no;yes;no;unknown
34;self-employed;single;unknown;no;yes;no;unknown
29;blue-collar;married;secondary;no;yes;yes;unknown
